checklist_id,test_case_id,system_key,system_name,evidence_item,evidence_type,evidence_status,required_for_execution,capture_instruction,acceptable_format,reviewer_note,not_allowed_content,evidence_route,last_checked,checklist_hash
ST-EVID-6F2807B66522,ST-TEST-C2EA0E466EC0,blue-mountain,Blue Mountain RAM,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/pre-integration-risk?system=blue-mountain,2026-05-12 23:01:46 UTC,ba0f762101dad086b5ccc055926f1a0672f609a8e94650bb79684b289ed7154e
ST-EVID-42C5D109B4E9,ST-TEST-C2EA0E466EC0,blue-mountain,Blue Mountain RAM,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/pre-integration-risk?system=blue-mountain,2026-05-12 23:01:46 UTC,8ed46525e1cea05ecee57e68653bf84f9e225031cedf7c70f35f5889bcd8acb2
ST-EVID-9F466A989BDE,ST-TEST-C2EA0E466EC0,blue-mountain,Blue Mountain RAM,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,2c9ad13ffcc7165c58f3918289d6d366c205baeabb8f4354df8b8e35dcc72769
ST-EVID-59F2E1D9ABDB,ST-TEST-C2EA0E466EC0,blue-mountain,Blue Mountain RAM,Failure Mode Evidence,Risk Register,YELLOW,YES,Capture pre-integration risk register and false-GREEN prevention rule.,CSV/screenshot,Shows missing/stale connector data cannot create false GREEN.,No silent pass when evidence is missing.,/sterile-compounding/pre-integration-risk?system=blue-mountain,2026-05-12 23:01:46 UTC,bc66abc5962a42905753256a71c964f70b14590346cd2a3b2b77d24b5b1344dd
ST-EVID-99814A60C63B,ST-TEST-508DEE4D49DF,blue-mountain,Blue Mountain RAM,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/nonprod-poc-plan/blue-mountain,2026-05-12 23:01:46 UTC,f917bc8d6e972a0d1d1943830a4f3550ff662bf70c048af84b30d902ea43beb8
ST-EVID-3625067D1B9A,ST-TEST-508DEE4D49DF,blue-mountain,Blue Mountain RAM,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/nonprod-poc-plan/blue-mountain,2026-05-12 23:01:46 UTC,4eeedb94521138eaac3d8fd54f739910287328f80afc7729d42a98acfa760143
ST-EVID-68AF3591C6CF,ST-TEST-508DEE4D49DF,blue-mountain,Blue Mountain RAM,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,175fe3b6c04bc3dcfe525665a21a0eb4f387d2f6991fe63652f53d8ff00c3ffe
ST-EVID-723D6BCF8BD6,ST-TEST-508DEE4D49DF,blue-mountain,Blue Mountain RAM,Evidence Package Summary,Checklist,YELLOW,YES,Confirm all required evidence items are present for this test case.,Checklist row / CSV export,Used to decide whether the test is execution-ready.,No evidence package built from production extracts unless separately approved.,/sterile-compounding/poc-evidence-checklist,2026-05-12 23:01:46 UTC,e9214e5a36558bf8b1ec4ee9d675a8de5789e4a5470faa679ea08db7b03048a4
ST-EVID-5F54EBA4177F,ST-TEST-4DA9354809D9,entra,Microsoft Entra ID,Route Screenshot,Screenshot,GREEN,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/nonprod-poc-plan/entra,2026-05-12 23:01:46 UTC,737bd16f1bb37d6e43c4f551fe29ea6cb6f2a94c21e5062b53a1338232b59802
ST-EVID-5B68F3106CF4,ST-TEST-4DA9354809D9,entra,Microsoft Entra ID,CSV Export,CSV,GREEN,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/nonprod-poc-plan/entra,2026-05-12 23:01:46 UTC,d63c4270ae9a28bf2cf7e187ef9cffbc02e8ca5d640c689ac459610e1704774d
ST-EVID-534E406FC9E7,ST-TEST-4DA9354809D9,entra,Microsoft Entra ID,Boundary Confirmation,Governance Note,GREEN,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,379b5a7f81ed1f5deaafc133bb633474250ff44267631ad62145f6e8d914cd76
ST-EVID-767A342A84BF,ST-TEST-407767390634,entra,Microsoft Entra ID,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/data-contracts/entra,2026-05-12 23:01:46 UTC,46e81a27f6a30c0b64bd2d5bf1509e294a45f17e2d13f0f748f1ca18e4b9f784
ST-EVID-A0F53D95390C,ST-TEST-407767390634,entra,Microsoft Entra ID,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/data-contracts/entra,2026-05-12 23:01:46 UTC,8247d8f500948ff722b0cc4e027ddce2528affe68c14470c44cfc4c8acfb17fd
ST-EVID-5769A57280CE,ST-TEST-407767390634,entra,Microsoft Entra ID,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,a367c4a3b1610680ed4fc8989e3f5b12cbab53a5efa84eb3e14c574193b62001
ST-EVID-2AD1D45341D5,ST-TEST-407767390634,entra,Microsoft Entra ID,Data Contract Evidence,Register Export,YELLOW,YES,Export or screenshot the data contract and field mapping pages for this system.,CSV/screenshot,"Shows keys, fields, source-of-truth boundary, and no-writeback rule.",No live data pull.,/sterile-compounding/data-contracts/entra,2026-05-12 23:01:46 UTC,64b84e3cbfe623bf723d1da334a0ec958aa9675ce23afd306253a76d7265bec4
ST-EVID-FCECC047A728,ST-TEST-23D8A0FD6D47,entra,Microsoft Entra ID,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/mock-ingestion-lab/entra,2026-05-12 23:01:46 UTC,c00a51903bd1d412ae2f45f62c1680637c3a2582e90ab186b865dcf646e8fd77
ST-EVID-8AD5B81740BA,ST-TEST-23D8A0FD6D47,entra,Microsoft Entra ID,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/mock-ingestion-lab/entra,2026-05-12 23:01:46 UTC,90747409c2fe9c8f1f817074b2c86971315a3b2e2f6bfbc918afb1eb72c732c7
ST-EVID-14434C9CBC32,ST-TEST-23D8A0FD6D47,entra,Microsoft Entra ID,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,ec2ee7b88545348a49980902dc35803336648aac561a4d048934e184984735a4
ST-EVID-30654C62C532,ST-TEST-23D8A0FD6D47,entra,Microsoft Entra ID,Mock Payload Evidence,Mock Register,YELLOW,YES,Capture mock ingestion payload shape and quality gate for this system.,CSV/screenshot,Shows readiness without connecting to the source system.,No external API request.,/sterile-compounding/mock-ingestion-lab/entra,2026-05-12 23:01:46 UTC,62ffbf5f4e5609cabdbee5861c5e30752c6c2f6471587aaad27e9240b528a2ee
ST-EVID-05A8471E2747,ST-TEST-777936FF7CD4,entra,Microsoft Entra ID,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/connector-approval-board/entra,2026-05-12 23:01:46 UTC,242cd09bd4f7692ba186b36e9c7a6b7ce7bb7b82a569ed7b9b26cec2a347c5b9
ST-EVID-2D1C010E5960,ST-TEST-777936FF7CD4,entra,Microsoft Entra ID,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/connector-approval-board/entra,2026-05-12 23:01:46 UTC,a8a1ec50397fa19a7fb4ec5fa55b5db54776c57c0b43684038ba8f2c974c2f53
ST-EVID-630DF0190644,ST-TEST-777936FF7CD4,entra,Microsoft Entra ID,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,3fb5711787f828306eb6d5b525b8ed17562df4cb9043569a65ed947655865d6c
ST-EVID-163293D1F3A9,ST-TEST-777936FF7CD4,entra,Microsoft Entra ID,Approval Board Evidence,Approval Register,YELLOW,YES,Capture connector approval board row for this system.,CSV/screenshot,Shows approval gaps and not-allowed actions.,Do not treat this as formal enterprise approval.,/sterile-compounding/connector-approval-board/entra,2026-05-12 23:01:46 UTC,fb4a81ee5e932f84be7fb3e0b511ecea32f152117bd6b650846e6a80554e3a3a
ST-EVID-CBA6DFEB8E88,ST-TEST-254C46940DF4,entra,Microsoft Entra ID,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/pre-integration-risk?system=entra,2026-05-12 23:01:46 UTC,617e39cd8777da8fa3cd9186b589bc77e3337050abe4e0df7ac6fc44243339a2
ST-EVID-3CF6DBA94334,ST-TEST-254C46940DF4,entra,Microsoft Entra ID,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/pre-integration-risk?system=entra,2026-05-12 23:01:46 UTC,b1503071ba4b8054efcbe649b53b8163d64afe8556b116813e13642d3d826f5a
ST-EVID-35EEBAEC663D,ST-TEST-254C46940DF4,entra,Microsoft Entra ID,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,3a33b17cb1f0f95686692f027ecee2a3daae3ff36556f3aaceda715f281a83e8
ST-EVID-C26612E158E3,ST-TEST-254C46940DF4,entra,Microsoft Entra ID,Failure Mode Evidence,Risk Register,YELLOW,YES,Capture pre-integration risk register and false-GREEN prevention rule.,CSV/screenshot,Shows missing/stale connector data cannot create false GREEN.,No silent pass when evidence is missing.,/sterile-compounding/pre-integration-risk?system=entra,2026-05-12 23:01:46 UTC,f4fdaae177018be9e93ee3e9b644fc329da67fe891571564e3d64f3204ed524e
ST-EVID-DA8CD5147142,ST-TEST-4FBE7EBE7A79,entra,Microsoft Entra ID,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/nonprod-poc-plan/entra,2026-05-12 23:01:46 UTC,f436670897edaa3d0f7f19516b1b0d6b55395aff0a024b26870f892f92ca2c3b
ST-EVID-2EC90CF6DE0C,ST-TEST-4FBE7EBE7A79,entra,Microsoft Entra ID,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/nonprod-poc-plan/entra,2026-05-12 23:01:46 UTC,835a9d81cf888c3783314f9c139eeca0d1aca9175a9a0a188acf6067365b288f
ST-EVID-7C34BBA56C50,ST-TEST-4FBE7EBE7A79,entra,Microsoft Entra ID,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,70277acae0d1cac92c39cea0c49eff68375ba2f8b31db906a4ba2671c6996cbd
ST-EVID-2EA81147363F,ST-TEST-4FBE7EBE7A79,entra,Microsoft Entra ID,Evidence Package Summary,Checklist,YELLOW,YES,Confirm all required evidence items are present for this test case.,Checklist row / CSV export,Used to decide whether the test is execution-ready.,No evidence package built from production extracts unless separately approved.,/sterile-compounding/poc-evidence-checklist,2026-05-12 23:01:46 UTC,0605228c01d0729e23c3ae59767b53dfb06698d405623030cd2cea367097c504
ST-EVID-82F2D2FB1D73,ST-TEST-7B0373374210,myaccess,myAccess,Route Screenshot,Screenshot,GREEN,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/nonprod-poc-plan/myaccess,2026-05-12 23:01:46 UTC,11a9bee2b42fb080e70593bffa46b6228d4017918da97f559fb6cbf028326051
ST-EVID-816FC25D75B5,ST-TEST-7B0373374210,myaccess,myAccess,CSV Export,CSV,GREEN,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/nonprod-poc-plan/myaccess,2026-05-12 23:01:46 UTC,e114073c3e02866c75780b04ed5416ac8660fd622097ccd0db9d4e1bc52f8dba
ST-EVID-93E0C04A14B1,ST-TEST-7B0373374210,myaccess,myAccess,Boundary Confirmation,Governance Note,GREEN,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,580580cb314bf7550a13bf40f808273d28e0ad4cd546fc0e2a5c3a9175e2df88
ST-EVID-EF42C08D0F7D,ST-TEST-814F348AC3CA,myaccess,myAccess,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/data-contracts/myaccess,2026-05-12 23:01:46 UTC,182c837ceebd48286d7e1cc0879e3abf3246f854ce4399e7eccc473c499c1f77
ST-EVID-2D87B05C34F4,ST-TEST-814F348AC3CA,myaccess,myAccess,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/data-contracts/myaccess,2026-05-12 23:01:46 UTC,e72c7aefb4b9b3635253401a91b7b25bd0ca85de4391eadd700110e64643af69
ST-EVID-D272FA3F3B70,ST-TEST-814F348AC3CA,myaccess,myAccess,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,2d4386edd6ebec6bdafaeca2b440c708fed187cb0f8444d0a9b9c45a4f1fd84b
ST-EVID-C47FC06FF525,ST-TEST-814F348AC3CA,myaccess,myAccess,Data Contract Evidence,Register Export,YELLOW,YES,Export or screenshot the data contract and field mapping pages for this system.,CSV/screenshot,"Shows keys, fields, source-of-truth boundary, and no-writeback rule.",No live data pull.,/sterile-compounding/data-contracts/myaccess,2026-05-12 23:01:46 UTC,ad66e39ae4f005b76bf2c2a2e2c6e742c579b3214f24849749552e10f4c5e3e6
ST-EVID-CB77830F4EB6,ST-TEST-481B6FB50E8F,myaccess,myAccess,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/mock-ingestion-lab/myaccess,2026-05-12 23:01:46 UTC,a6fba91c52e4cf01fc600ec542d867381a75c5a7dc3ef6f74355b7f81839231a
ST-EVID-14759E8A1216,ST-TEST-481B6FB50E8F,myaccess,myAccess,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/mock-ingestion-lab/myaccess,2026-05-12 23:01:46 UTC,effbcd330f94eadd64c73b1e22b7b873d400fbb9e44b2287bc0a6d69b7bbb7c0
ST-EVID-900D4E64AA00,ST-TEST-481B6FB50E8F,myaccess,myAccess,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,a5e51ac0560d201f63ebe7752854e844651925d8afbc7a53aad3043773113e7c
ST-EVID-8BE19D2030FC,ST-TEST-481B6FB50E8F,myaccess,myAccess,Mock Payload Evidence,Mock Register,YELLOW,YES,Capture mock ingestion payload shape and quality gate for this system.,CSV/screenshot,Shows readiness without connecting to the source system.,No external API request.,/sterile-compounding/mock-ingestion-lab/myaccess,2026-05-12 23:01:46 UTC,caa8c9515a456941ef8ce188a419c4e70458de27ab65515d14ec22dc566a5245
ST-EVID-606569769A8F,ST-TEST-08A68BD03508,myaccess,myAccess,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/connector-approval-board/myaccess,2026-05-12 23:01:46 UTC,665bd79692017c99c83816ea89e7d449095a887bf889f18068f11dfb1c398bc9
ST-EVID-704A5B9CE083,ST-TEST-08A68BD03508,myaccess,myAccess,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/connector-approval-board/myaccess,2026-05-12 23:01:46 UTC,bf14e3ccb6c2bc61d9477254dd4ad4ed1700fffb593e293ca4c301d145834283
ST-EVID-47CA165C7F7A,ST-TEST-08A68BD03508,myaccess,myAccess,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,ea6db792598aac9f32cd637cc7a5a91b671d902aaf58f14aa3abeae58f8b9a23
ST-EVID-F181ACEDD1E5,ST-TEST-08A68BD03508,myaccess,myAccess,Approval Board Evidence,Approval Register,YELLOW,YES,Capture connector approval board row for this system.,CSV/screenshot,Shows approval gaps and not-allowed actions.,Do not treat this as formal enterprise approval.,/sterile-compounding/connector-approval-board/myaccess,2026-05-12 23:01:46 UTC,915b642b1b163a7b37fa36a6c0a550335194c4bf5b14e0c86b5edc4735ebddc3
ST-EVID-36AEAA7696F1,ST-TEST-8553683984E9,myaccess,myAccess,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/pre-integration-risk?system=myaccess,2026-05-12 23:01:46 UTC,713b07408dc1fb743d605ac2b4bef43d1292706134fb3548a0c470c621f76e90
ST-EVID-DC32D56CB2B8,ST-TEST-8553683984E9,myaccess,myAccess,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/pre-integration-risk?system=myaccess,2026-05-12 23:01:46 UTC,a26073065843051ff2a853788cf5c21fc75bdeb1089b09713d6b4e1c4caf78ca
ST-EVID-E115290DB8ED,ST-TEST-8553683984E9,myaccess,myAccess,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,866ea280be18d0c76ce3428660a44d5bfd227c995e672009a830bb1b2be2b98a
ST-EVID-E30E0CA78D1B,ST-TEST-8553683984E9,myaccess,myAccess,Failure Mode Evidence,Risk Register,YELLOW,YES,Capture pre-integration risk register and false-GREEN prevention rule.,CSV/screenshot,Shows missing/stale connector data cannot create false GREEN.,No silent pass when evidence is missing.,/sterile-compounding/pre-integration-risk?system=myaccess,2026-05-12 23:01:46 UTC,8c508a742723eda8727ec5edb49b2fc87029bef48f328e5843e7ac52a498a52e
ST-EVID-38A0C33EAC1A,ST-TEST-0E54429D12D2,myaccess,myAccess,Route Screenshot,Screenshot,YELLOW,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/nonprod-poc-plan/myaccess,2026-05-12 23:01:46 UTC,9fdc9ac0b02133bd2d8dc729bd88ec1fc0c0e3b81a2a340b4eeda9c0048c9a3a
ST-EVID-55A7393C5244,ST-TEST-0E54429D12D2,myaccess,myAccess,CSV Export,CSV,YELLOW,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/nonprod-poc-plan/myaccess,2026-05-12 23:01:46 UTC,a899c6bef90bf77480c45f7b6ef72a4d139bce74f49b2aedc035daa160ee4d27
ST-EVID-1CDDFA6EC73A,ST-TEST-0E54429D12D2,myaccess,myAccess,Boundary Confirmation,Governance Note,YELLOW,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,c267b63785234cda7278859a9de6a3412e8321ff8817d2b0e897a4935493fb2c
ST-EVID-A2981FB6F73A,ST-TEST-0E54429D12D2,myaccess,myAccess,Evidence Package Summary,Checklist,YELLOW,YES,Confirm all required evidence items are present for this test case.,Checklist row / CSV export,Used to decide whether the test is execution-ready.,No evidence package built from production extracts unless separately approved.,/sterile-compounding/poc-evidence-checklist,2026-05-12 23:01:46 UTC,a659a358f39573410a78717416007e9afac6399c4a43950073865d53e85d1006
ST-EVID-68096AB829FB,ST-TEST-A0D10C3E6E65,power-bi,Power BI,Route Screenshot,Screenshot,GREEN,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/nonprod-poc-plan/power-bi,2026-05-12 23:01:46 UTC,20670c10b11b177350320837f19443790f13b0985dae52d1e99922bf09b7def3
ST-EVID-89DC84D5B38C,ST-TEST-A0D10C3E6E65,power-bi,Power BI,CSV Export,CSV,GREEN,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/nonprod-poc-plan/power-bi,2026-05-12 23:01:46 UTC,c87e719c95b597b1c33135dca33d17ee0a06defc7dcfd2a9e1f5ddfcbf790dfe
ST-EVID-0A31CC16DB87,ST-TEST-A0D10C3E6E65,power-bi,Power BI,Boundary Confirmation,Governance Note,GREEN,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,2ebde02cf1e616cac4697777904229931da82b5b3274930c3c9c0d2a58ed6d03
ST-EVID-3627842F400F,ST-TEST-EA864D7A4933,power-bi,Power BI,Route Screenshot,Screenshot,GREEN,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/data-contracts/power-bi,2026-05-12 23:01:46 UTC,157e983a242e8e396d36393c26773e280f98fa6173d3f9336fa8aa05a1177d23
ST-EVID-1FD9C4B85A99,ST-TEST-EA864D7A4933,power-bi,Power BI,CSV Export,CSV,GREEN,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/data-contracts/power-bi,2026-05-12 23:01:46 UTC,66c3eb374f0463813a37a39cc357066b8d6c30875688805bf5d47b022ef65b1c
ST-EVID-5E43F9CDFFB8,ST-TEST-EA864D7A4933,power-bi,Power BI,Boundary Confirmation,Governance Note,GREEN,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,a0987b01d01e6c0b305f9cde7257915f246945497ac087c9357492383bef4169
ST-EVID-55A14838B4D7,ST-TEST-EA864D7A4933,power-bi,Power BI,Data Contract Evidence,Register Export,GREEN,YES,Export or screenshot the data contract and field mapping pages for this system.,CSV/screenshot,"Shows keys, fields, source-of-truth boundary, and no-writeback rule.",No live data pull.,/sterile-compounding/data-contracts/power-bi,2026-05-12 23:01:46 UTC,b9fc643788fe383bd4d874d1a3153aa2ac8c73d88972c2bc864293a32df57dd2
ST-EVID-A34838643831,ST-TEST-563D081E025F,power-bi,Power BI,Route Screenshot,Screenshot,GREEN,YES,Capture screenshot of the sterile planning route that supports the test.,PNG/JPG/PDF screenshot,Use sterile-only page evidence. Do not capture protected production system screens.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",/sterile-compounding/mock-ingestion-lab/power-bi,2026-05-12 23:01:46 UTC,6175ca9677c17e43df1a866b4d9cb9b6abe770d7a61a6e11da14863c64346f12
ST-EVID-B3B2AB127DF3,ST-TEST-563D081E025F,power-bi,Power BI,CSV Export,CSV,GREEN,YES,Export the relevant sterile register used by the test.,CSV export from sterile route,CSV should come from sterile module export route only.,No uncontrolled export from enterprise source systems.,/sterile-compounding/mock-ingestion-lab/power-bi,2026-05-12 23:01:46 UTC,a7827527921d6aa162382871cf3d27de0632508c01fb7d2008f1fdf5fa315b94
ST-EVID-70F540F5E957,ST-TEST-563D081E025F,power-bi,Power BI,Boundary Confirmation,Governance Note,GREEN,YES,"Confirm that no API call, credential, production data, or writeback was used.",Text note or review comment,This is required for every non-production connector test.,No real connector activation.,/sterile-compounding/nonprod-poc-plan,2026-05-12 23:01:46 UTC,2915531bcc445c0bf74808ef760d381da2c3ed402b6efd76ffa4e397992c1da6
