packet_id,system_key,system_name,packet_section,packet_item,packet_status,packet_score,source_register,source_route,evidence_type,required_for_packet,packet_note,not_allowed_content,last_checked,packet_hash
ST-PACKET-C0D9FE2BABCB,blue-mountain,Blue Mountain RAM,04 Non-Production Boundary,Boundary and Not-Allowed Statement,GREEN,100,sterile_compounding_nonprod_poc_plan.csv,/sterile-compounding/nonprod-poc-plan/blue-mountain,Governance Statement,YES,"Confirms mock/non-production-only boundary and prohibits production connection, credentials, writeback, and protected-module changes.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,366814a931eaf9bbd9988666de862ac6e8510ab69d9f39eabab540c0a3af2834
ST-PACKET-0624FFA7D7DC,blue-mountain,Blue Mountain RAM,05 Approval Trace,Connector Approval and Decision Trace,YELLOW,70,sterile_compounding_connector_approval_board.csv,/sterile-compounding/connector-approval-board/blue-mountain,Approval Planning Record,YES,"Shows approval readiness, implementation position, and not-allowed actions before any real connector work.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,ee345c4a21ce1dbec89a8e4d00eae019dda4952caf9e28cf34645543872fd047
ST-PACKET-8E98FC9530FB,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Route Screenshot,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/blue-mountain,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,d1e867ff1793c06a4de46f4d59a5ba9aed36e3dffd46dacbf4e3f351a44aa937
ST-PACKET-F33E29E9128A,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,CSV Export,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/blue-mountain,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,70dbb3214330a2ce052133c69ba612b48456fe6dd0302968c4ba1531e6c69792
ST-PACKET-E5665C8F6AD3,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Boundary Confirmation,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,1646b4026c047eef8006b010dc48b3edf7438e9fdffe3adad12258bccad8d84e
ST-PACKET-8E98FC9530FB,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/blue-mountain,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,d3ca76ee8cbc553c9db8ca446f8e0d1960e139af00187a05e7d86459dcf87479
ST-PACKET-F33E29E9128A,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/blue-mountain,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,5c9e532dda7c88462a4c79a1e2415d4e35e683abca50707484e96a4c54fe008b
ST-PACKET-E5665C8F6AD3,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,e17991c565121c6f9fecaa868590bbc0babbd1699ae2109eb2a98e85d5046247
ST-PACKET-2585EFB1B281,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Data Contract Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/blue-mountain,Register Export,YES,Export or screenshot the data contract and field mapping pages for this system.,No live data pull.,2026-05-12 23:01:46 UTC,fbdc127899f55dce048dbea4a59d9923c56371dd82d3b6b7bb4d1f3458eda2d6
ST-PACKET-8E98FC9530FB,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/blue-mountain,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,08f162b236f34808bd1cfd8f1efd0bcdd6c6eb6f3034b68ced523d7f71e4dab8
ST-PACKET-F33E29E9128A,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/blue-mountain,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,5dc2c298df2b6ddfce550d57cb44037b8e759c54d3a4db411eba176db1f7bebe
ST-PACKET-E5665C8F6AD3,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,e17991c565121c6f9fecaa868590bbc0babbd1699ae2109eb2a98e85d5046247
ST-PACKET-52751C5A9697,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Mock Payload Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/blue-mountain,Mock Register,YES,Capture mock ingestion payload shape and quality gate for this system.,No external API request.,2026-05-12 23:01:46 UTC,d3dd93312370b9b8d68ba2821699a6b6f2d1df3c15852289e54b0dc1483e1634
ST-PACKET-8E98FC9530FB,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/blue-mountain,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,1155462d300fe72b7d81e4079d4bb88cb2565edc26a255d236db99b4355d1aeb
ST-PACKET-F33E29E9128A,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/blue-mountain,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,adec9eb79316c87f4cd9ca28bf6a78e976eabd632f641dc88783f955dd32e127
ST-PACKET-E5665C8F6AD3,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,e17991c565121c6f9fecaa868590bbc0babbd1699ae2109eb2a98e85d5046247
ST-PACKET-DEF197A07A8B,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Approval Board Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/blue-mountain,Approval Register,YES,Capture connector approval board row for this system.,Do not treat this as formal enterprise approval.,2026-05-12 23:01:46 UTC,a0820c14f54776e7cf059a42f59016fc8a28aadefef80cbdf735aa13fcf383f2
ST-PACKET-8E98FC9530FB,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=blue-mountain,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,f2b84c7c34fd81137eabb674b5b77c41fc62464c21b255c15e389156de0ea1e7
ST-PACKET-F33E29E9128A,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=blue-mountain,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,07a1fe552061dd5ee3aea8bcd9920f4fe154e05b45c8aaf9111bcbbc1f27ad77
ST-PACKET-E5665C8F6AD3,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,e17991c565121c6f9fecaa868590bbc0babbd1699ae2109eb2a98e85d5046247
ST-PACKET-401ACEC3D5E6,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Failure Mode Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=blue-mountain,Risk Register,YES,Capture pre-integration risk register and false-GREEN prevention rule.,No silent pass when evidence is missing.,2026-05-12 23:01:46 UTC,c1ae11770e0d3604cb8e11ea50fb1d39b53a2a5165aeab9a67b0f2d1227fbb29
ST-PACKET-8E98FC9530FB,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/blue-mountain,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,d78991ce12b9aa89848b3a9348ef0c82d8cfc6ef4e6957b0712574a7c25b333e
ST-PACKET-F33E29E9128A,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/blue-mountain,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,19706da1047e4d05c560b19210f82b7596ea0f1579555d7c3b9fee74dbdb1e57
ST-PACKET-E5665C8F6AD3,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,e17991c565121c6f9fecaa868590bbc0babbd1699ae2109eb2a98e85d5046247
ST-PACKET-1CE3A3A8CC3D,blue-mountain,Blue Mountain RAM,06 Evidence Item Detail,Evidence Package Summary,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/poc-evidence-checklist,Checklist,YES,Confirm all required evidence items are present for this test case.,No evidence package built from production extracts unless separately approved.,2026-05-12 23:01:46 UTC,59219f5bdb94cccdf5811f67173da48deb871d2d4168a7c9241c0e66d78a873b
ST-PACKET-EABAB8FBAD74,entra,Microsoft Entra ID,01 Result Summary,POC Results Summary,YELLOW,38,sterile_compounding_poc_results_summary.csv,/sterile-compounding/poc-results-summary/entra,Summary Register,YES,Microsoft Entra ID: status=YELLOW; score=38; tests=6; P0=4; GREEN tests=1; YELLOW tests=5; RED tests=0; required evidence=23; evidence gaps=20; P0 blockers=0.,No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,eb562dbf9b08969f28168e17734615b5068ae0b9172b96e8f5b11d628b8385b9
ST-PACKET-85E673C04704,entra,Microsoft Entra ID,02 Execution Ledger,POC Test Execution Ledger,GREEN,50,sterile_compounding_poc_test_execution.csv,/sterile-compounding/poc-test-execution?system=entra,Execution Register,YES,"Contains manual non-production test execution readiness, pass/fail criteria, and execution decisions.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,a10522ebb59b26aa3c0d5304c7b2b4bde16c98618b54f66f515fe88d75dd69b5
ST-PACKET-892A222600B9,entra,Microsoft Entra ID,03 Evidence Checklist,POC Evidence Checklist,YELLOW,0,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/poc-evidence-checklist?system=entra,Evidence Checklist,YES,"Contains screenshots, CSV exports, boundary confirmations, and system-specific evidence expectations.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,171c5eaaa2cbab2258f2a88cfc7ea44cbdeb18441faae9a9b18d4fef0c6d7381
ST-PACKET-51DFB18188BE,entra,Microsoft Entra ID,04 Non-Production Boundary,Boundary and Not-Allowed Statement,GREEN,100,sterile_compounding_nonprod_poc_plan.csv,/sterile-compounding/nonprod-poc-plan/entra,Governance Statement,YES,"Confirms mock/non-production-only boundary and prohibits production connection, credentials, writeback, and protected-module changes.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,796e7627e459e938bead70bf924c8ce900cf415dffd2e1203ca545205d5a43d3
ST-PACKET-305C8B41C064,entra,Microsoft Entra ID,05 Approval Trace,Connector Approval and Decision Trace,YELLOW,70,sterile_compounding_connector_approval_board.csv,/sterile-compounding/connector-approval-board/entra,Approval Planning Record,YES,"Shows approval readiness, implementation position, and not-allowed actions before any real connector work.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,39626b1593727609c71b7bbf0fa912b84c349045d35e8527ecee3916f764612c
ST-PACKET-15F63C045266,entra,Microsoft Entra ID,06 Evidence Item Detail,Route Screenshot,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/entra,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,76c25619411c7b54a44aaa35b01d0f268618fc179997d28625a2973f687d0881
ST-PACKET-082B7CA46622,entra,Microsoft Entra ID,06 Evidence Item Detail,CSV Export,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/entra,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,b5cfba8a49899929a816f036e7bd94149fe8054132987571df0b869d5b743ee1
ST-PACKET-85BA1E1E9D30,entra,Microsoft Entra ID,06 Evidence Item Detail,Boundary Confirmation,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,b605eca8242b15dfcb041b10acd56b7ba68285c06b4907d6317322d08e034f4b
ST-PACKET-15F63C045266,entra,Microsoft Entra ID,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/entra,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,716013fd10ae33e28d2ada8a5545c6cbb4eabf805bd9fb1f418c94821b3f50ec
ST-PACKET-082B7CA46622,entra,Microsoft Entra ID,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/entra,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,19cd6f74933ed4622299e56f948fd2c6a550abc50baa10f950b6314b33cb3fbd
ST-PACKET-85BA1E1E9D30,entra,Microsoft Entra ID,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,95e86f97de31f661bd9d2cbcabdeaa0e0b8deb8ffcf677b804b7d08349b302db
ST-PACKET-6D5EBB65AD67,entra,Microsoft Entra ID,06 Evidence Item Detail,Data Contract Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/entra,Register Export,YES,Export or screenshot the data contract and field mapping pages for this system.,No live data pull.,2026-05-12 23:01:46 UTC,95e6bdaad7b772f7c12675e7b0806f7fe1e187843dc819f4b9b5fe95f93fb7b9
ST-PACKET-15F63C045266,entra,Microsoft Entra ID,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/entra,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,d5a39afb1963cbd8da2b08261acb6771b5905b67c5590377d06ea7b62ac898c8
ST-PACKET-082B7CA46622,entra,Microsoft Entra ID,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/entra,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,ac09b9368563a9935b0bd22bbdb6b1240c5377cf08caac6c57173d641f57cd6d
ST-PACKET-85BA1E1E9D30,entra,Microsoft Entra ID,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,95e86f97de31f661bd9d2cbcabdeaa0e0b8deb8ffcf677b804b7d08349b302db
ST-PACKET-40505B2F302B,entra,Microsoft Entra ID,06 Evidence Item Detail,Mock Payload Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/entra,Mock Register,YES,Capture mock ingestion payload shape and quality gate for this system.,No external API request.,2026-05-12 23:01:46 UTC,bc7ae20dc7aaec5a34f44a80a788e463d7dbab698293925db251e4c935884452
ST-PACKET-15F63C045266,entra,Microsoft Entra ID,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/entra,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,004749f7bd03ee38a8e19fba21fb8a7ac90ff9bbc353d47bf0157c23d382c3c5
ST-PACKET-082B7CA46622,entra,Microsoft Entra ID,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/entra,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,e4e84d5938baad9968d240ad48d1087c5fbcfca6729f872a053a80fd90438b6b
ST-PACKET-85BA1E1E9D30,entra,Microsoft Entra ID,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,95e86f97de31f661bd9d2cbcabdeaa0e0b8deb8ffcf677b804b7d08349b302db
ST-PACKET-2121F7BB6433,entra,Microsoft Entra ID,06 Evidence Item Detail,Approval Board Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/entra,Approval Register,YES,Capture connector approval board row for this system.,Do not treat this as formal enterprise approval.,2026-05-12 23:01:46 UTC,bc22fb5ac857bdbb8af6f7fb13a42990eb1543954a97aa361c2485976c82e4a3
ST-PACKET-15F63C045266,entra,Microsoft Entra ID,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=entra,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,689fc4d691ff3287cacd1f5ffc4e365448dc55a6fce1aad1a45c69f551181319
ST-PACKET-082B7CA46622,entra,Microsoft Entra ID,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=entra,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,b1b9b99c10fc455d4a71c756868f2b941ade75f4bf1f717fe087ffc3cc9f4d41
ST-PACKET-85BA1E1E9D30,entra,Microsoft Entra ID,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,95e86f97de31f661bd9d2cbcabdeaa0e0b8deb8ffcf677b804b7d08349b302db
ST-PACKET-1E9BA0A3ABB8,entra,Microsoft Entra ID,06 Evidence Item Detail,Failure Mode Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=entra,Risk Register,YES,Capture pre-integration risk register and false-GREEN prevention rule.,No silent pass when evidence is missing.,2026-05-12 23:01:46 UTC,2890ad5700e33ae0a27b6c3b87fe30aabece1e9294052f95772a2e8e974325bd
ST-PACKET-15F63C045266,entra,Microsoft Entra ID,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/entra,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,6cce90916c224ee15a78b4eb976d3410aec82ec2877443060a56cd7a73bfc87e
ST-PACKET-082B7CA46622,entra,Microsoft Entra ID,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/entra,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,59cd0cc003b40b6ad88f703fc4a48f0986bb091c19ffd07890cb012935154723
ST-PACKET-85BA1E1E9D30,entra,Microsoft Entra ID,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,95e86f97de31f661bd9d2cbcabdeaa0e0b8deb8ffcf677b804b7d08349b302db
ST-PACKET-D7AB25BE9B5C,entra,Microsoft Entra ID,06 Evidence Item Detail,Evidence Package Summary,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/poc-evidence-checklist,Checklist,YES,Confirm all required evidence items are present for this test case.,No evidence package built from production extracts unless separately approved.,2026-05-12 23:01:46 UTC,4be0672dd56d745ed612e5cfa98eef0d0f1ec534a21b9cbdeb00cefa7d6395e6
ST-PACKET-B2BE09FACCC2,myaccess,myAccess,01 Result Summary,POC Results Summary,YELLOW,38,sterile_compounding_poc_results_summary.csv,/sterile-compounding/poc-results-summary/myaccess,Summary Register,YES,myAccess: status=YELLOW; score=38; tests=6; P0=4; GREEN tests=1; YELLOW tests=5; RED tests=0; required evidence=23; evidence gaps=20; P0 blockers=0.,No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,7db81630174aaa77cd737cc083fbc53cffd2e908e21b34fa2b4b369b419ae344
ST-PACKET-210954969527,myaccess,myAccess,02 Execution Ledger,POC Test Execution Ledger,GREEN,50,sterile_compounding_poc_test_execution.csv,/sterile-compounding/poc-test-execution?system=myaccess,Execution Register,YES,"Contains manual non-production test execution readiness, pass/fail criteria, and execution decisions.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,263dfd8e4437f3800299363ead8b673185815c6fd593d27e0d9db9d259e7b968
ST-PACKET-1F8AF1B3B47C,myaccess,myAccess,03 Evidence Checklist,POC Evidence Checklist,YELLOW,0,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/poc-evidence-checklist?system=myaccess,Evidence Checklist,YES,"Contains screenshots, CSV exports, boundary confirmations, and system-specific evidence expectations.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,42e3d00cfdfc736ced4b72d821d6436da44caf9e977d267f9fed5e31637f96e1
ST-PACKET-0F6E90BB1DAC,myaccess,myAccess,04 Non-Production Boundary,Boundary and Not-Allowed Statement,GREEN,100,sterile_compounding_nonprod_poc_plan.csv,/sterile-compounding/nonprod-poc-plan/myaccess,Governance Statement,YES,"Confirms mock/non-production-only boundary and prohibits production connection, credentials, writeback, and protected-module changes.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,8b9ace5af449dc9dc9aca980b7505a7c9e9848f9d1a841544411e64ae8579892
ST-PACKET-9CED0D97ACBC,myaccess,myAccess,05 Approval Trace,Connector Approval and Decision Trace,YELLOW,70,sterile_compounding_connector_approval_board.csv,/sterile-compounding/connector-approval-board/myaccess,Approval Planning Record,YES,"Shows approval readiness, implementation position, and not-allowed actions before any real connector work.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,c983013be43a4286bbb412d1fbfc367dfc23b13965b39ed36360d6b6df1e50f8
ST-PACKET-EFC919D9597B,myaccess,myAccess,06 Evidence Item Detail,Route Screenshot,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/myaccess,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,ca4d2019459d6bf73f15d6104ff241595098eda4c9e3c4241aa587e237847d2d
ST-PACKET-E4D1E5283A9A,myaccess,myAccess,06 Evidence Item Detail,CSV Export,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/myaccess,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,718b913cf7ee5668e020355ed6a55b75bd0486351d33f4b16bf9a6d50ba6176f
ST-PACKET-55C8E915D181,myaccess,myAccess,06 Evidence Item Detail,Boundary Confirmation,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,082bc8615e732d9da5ef02a93f725b48c33c2be69d6188425d977a808f63afd5
ST-PACKET-EFC919D9597B,myaccess,myAccess,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/myaccess,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,6a32ddff5b5cc23c00fb33dd01909f67dfa9f89bdd225d6f2efdf38d17e8e771
